locus,map_chr,map_prop,map_pos,dlab_chr,dlab_prop,dlab_pos,poli_chr,poli_prop,poli_pos,gacu_chr,gacu_prop,gacu_pos,lcal_chr,lcal_prop,lcal_pos,trub_chr,trub_prop,trub_pos,tnig_chr,tnig_prop,tnig_pos,csem_chr,csem_prop,csem_pos,onil_chr,onil_prop,onil_pos,
dDocent_Contig_19222,19,0.268,15.57,,,,10,0.591,12911667,,,,11,0.274,6378679,,,,,,,,,,4,0.660,18932773,
dDocent_Contig_10971,19,0.065,3.77999999999999,8,0.758,17486119,10,0.725,15840843,,,,,,,,,,,,,,,,,,,
dDocent_Contig_20037,8,0.465,33.78,18-21,0.459,7547785,18,0.273,5293256,21,0.589,6899318,24,0.550,10897201,,,,,,,3,0.489,7947121,9,0.467,9796807,
dDocent_Contig_51600,8,0.845,61.35,18-21,0.912,14998507,18,0.919,17833816,,,,24,0.899,17813424,,,,,,,,,,9,0.927,19435644,
dDocent_Contig_16344,18,0.682,48.82,,,,16,0.126,2164484,,,,18,0.419,8034131,,,,,,,,,,,,,
dDocent_Contig_111156,2,0.121,6.81,17,0.910,20831703,3,0.191,4431683,6,0.094,1610914,16-22,0.025,636767,4,0.044,614177,,,,12,0.654,12028118,13,0.334,10950475,
dDocent_Contig_9019,4,0.322,24.6,7,0.422,12009564,5,0.430,11104021,,,,5,0.709,20543716,,,,,,,,,,,,,
dDocent_Contig_78761,17,0.066,4.03,,,,24,0.686,15651641,,,,,,,,,,,,,,,,,,,
dDocent_Contig_242541,14,0.601,31.96,,,,,,,,,,9,0.423,9719353,,,,,,,14,0.055,1577933,,,,
dDocent_Contig_9662,6,0.279,19.81,20,0.120,3419966,23,0.643,18855982,13,0.622,12487447,13,0.546,14870921,,,,,,,Z,0.208,4556336,12,0.310,10749821,
dDocent_Contig_48412,7,0.319,18.25,12,0.532,12351094,8,0.732,11973300,15,0.386,6247183,19,0.517,12670309,,,,10,0.485,6430791,1,0.222,7650030,,,,
dDocent_Contig_360054,21,0.592,38.07,24,0.375,5218574,14,0.042,463990,1,0.796,22442203,7_2,0.419,5828384,8,0.490,7205456,3,0.067,1030615,,,,,,,
dDocent_Contig_21388,2,0.182,10.23,11,0.002,52222,3,0.167,3867336,,,,16-22,0.896,23152187,,,,,,,12,0.040,730847,,,,
dDocent_Contig_316810,13,0.522,33.62,15,0.577,14760144,15,0.663,15781195,,,,1,0.642,16489576,,,,,,,,,,,,,
dDocent_Contig_48356,1,0.286,18.73,1A,0.229,6658777,1,0.509,14145856,17,0.920,13437477,12,0.463,12895110,,,,,,,11,0.506,10383339,5,0.214,8008263,
dDocent_Contig_104281,2,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_99215,12,0.572,40.52,4,0.329,9065746,24,0.159,3624686,,,,17,0.664,18384728,,,,,,,2,0.324,6494222,,,,
dDocent_Contig_22093,20,0.392,27.43,,,,,,,,,,10,0.125,3496863,,,,,,,,,,,,,
dDocent_Contig_100173,8,0.547,39.71,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_104875,5,0.842,56.19,2,0.904,23697452,12,0.168,4330545,,,,8,0.822,21317007,,,,,,,,,,,,,
dDocent_Contig_18065,20,0.745,52.15,,,,,,,,,,2,0.488,14828061,,,,,,,,,,,,,
dDocent_Contig_63273,19,0.527,30.6,8,0.265,6103211,10,0.509,11112106,11,0.694,11595087,11,0.537,12518424,5,0.469,5711251,,,,17,0.418,6874295,4,0.038,1101137,
dDocent_Contig_26268,15,0.991,73.68,,,,4,0.903,17137608,,,,23,0.033,595973,,,,,,,,,,8,0.110,3244057,
dDocent_Contig_53396,16,0.408,27.87,16,0.434,11201073,6,0.259,6378941,20,0.510,10056516,15,0.697,21464956,7,0.814,11636616,8,0.672,7065478,13,0.380,8340484,11,0.173,5770473,
dDocent_Contig_53191,2,0.260,14.61,11,0.182,4777708,3,0.318,7373730,6,0.265,4521328,16-22,0.119,3068745,,,,,,,12,0.761,13999720,,,,
dDocent_Contig_187289,24,0.000,0,6,0.239,6730221,19,0.326,8599659,,,,10,0.597,16671776,,,,,,,,,,,,,
dDocent_Contig_2017,19,0.712,41.33,,,,10,0.170,3716968,,,,,,,,,,,,,,,,,,,
dDocent_Contig_17871,3,0.131,8.91,13,0.922,25477381,,,,1,0.597,16835441,21,0.713,20452194,11,0.720,8088495,16,0.569,5134304,4,0.473,9472880,14,0.811,27719988,
dDocent_Contig_136722,4,0.073,5.57,,,,5,0.680,17568111,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5372,18,0.252,18.01,x,0.291,5177920,16,0.766,13148773,4,0.676,22056065,18,0.754,14466220,18,0.969,7803365,19,0.909,6610658,,,,,,,
dDocent_Contig_279710,1,0.286,18.73,1A,0.655,19024275,1,0.660,18359088,,,,20,0.098,2329985,19,0.510,7228462,11,0.405,4836599,,,,,,,
dDocent_Contig_19549,17,0.962,58.45,,,,9,0.787,11704123,,,,,,,,,,,,,,,,,,,
dDocent_Contig_23307,15,0.501,37.23,1B,0.536,9637268,4,0.230,4366510,,,,23,0.635,11530755,,,,,,,8,0.073,2203272,8,0.587,17280770,
dDocent_Contig_208099,8,0.336,24.37,,,,18,0.030,574392,,,,24,0.057,1135244,,,,,,,,,,,,,
dDocent_Contig_137502,16,0.420,28.63,16,0.463,11960476,6,0.224,5525773,20,0.478,9438835,15,0.721,22197156,,,,,,,13,0.413,9052303,11,0.195,6536291,
dDocent_Contig_183613,9,0.000,0,14,0.375,10661176,20,0.709,16249545,7,0.600,16764862,20,0.427,10133093,,,,,,,,,,10,0.364,6220600,
dDocent_Contig_138918,11,0.968,63.89,,,,2,0.519,10626585,,,,,,,,,,,,,,,,,,,
dDocent_Contig_4785,6,0.479,34.05,,,,23,0.288,8428302,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5563,20,0.805,56.37,5,0.863,28139015,7,0.966,28546714,2,0.988,23013726,2,0.499,15171606,13,0.445,7536561,5,0.969,12981487,,,,5,0.160,5990168,
dDocent_Contig_53836,12,0.912,64.59,,,,24,0.900,20519349,,,,,,,,,,,,,,,,,,,
dDocent_Contig_10154,8,0.465,33.78,18-21,0.441,7263781,18,0.258,5013692,,,,24,0.536,10623582,,,,,,,3,0.268,4363040,9,0.453,9503277,
dDocent_Contig_129880,2,0.443,24.95,11,0.368,9647035,3,0.840,19501259,6,0.493,8429045,16-22,0.297,7686952,,,,,,,,,,,,,
dDocent_Contig_234716,2,0.639,35.95,,,,3,0.638,14805451,,,,,,,,,,,,,,,,,,,
dDocent_Contig_293796,13,0.143,9.23,,,,15,0.295,7017179,,,,1,0.933,23984425,,,,,,,,,,,,,
dDocent_Contig_34200,3,1.000,67.93,,,,21,0.047,1190091,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5415,12,0.939,66.44,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_120125,13,0.257,16.56,,,,15,0.244,5805846,,,,,,,,,,,,,,,,,,,
dDocent_Contig_33695,6,0.670,47.61,20,0.539,15312722,23,0.058,1696192,,,,13,0.120,3272889,,,,,,,W,0.144,2364373,12,0.739,25627265,
dDocent_Contig_12942,3,0.060,4.09,13,0.860,23742882,21,0.952,24090769,,,,21,0.655,18782148,,,,,,,,,,14,0.756,25854625,
dDocent_Contig_40683,24,0.455,29.43,6,0.538,15173650,19,0.685,18080962,19,0.292,5908765,10,0.303,8477209,9,0.815,11350386,13,0.760,10112200,6,0.577,10877917,13,0.920,30148955,
dDocent_Contig_125461,8,0.465,33.78,18-21,0.442,7270840,18,0.259,5025902,,,,24,0.537,10631387,,,,,,,,,,9,0.454,9509869,
dDocent_Contig_146769,14,0.462,24.6,19,0.620,14388852,13,0.029,580746,14,0.428,6519881,9,0.453,10406178,6,0.868,8173164,4,0.201,1986221,14,0.763,22005514,7,0.485,24752718,
dDocent_Contig_23809,21,0.766,49.26,,,,14,0.807,8996729,,,,,,,,,,,,,,,,,,,
dDocent_Contig_297018,24,0.317,20.49,6,0.374,10540323,19,0.551,14551167,19,0.623,12601532,10,0.468,13066230,9,0.056,781243,,,,,,,7,0.785,40059625,
dDocent_Contig_36090,23,0.681,44.58,22-25,0.782,20671660,17,0.417,10512846,,,,6,0.201,5615511,,,,,,,10,0.268,5639175,,,,
dDocent_Contig_56126,22,0.779,59.13,9,0.980,21915120,22,0.104,2073804,10,0.054,846065,3,0.829,19471953,,,,,,,,,,,,,
dDocent_Contig_21608,24,0.597,38.62,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_283311,24,0.108,6.95,,,,19,0.048,1271899,,,,,,,,,,,,,,,,,,,
dDocent_Contig_17973,7,0.378,21.62,12,0.551,12800404,8,0.705,11529759,15,0.409,6620433,19,0.534,13105199,2,0.521,5939579,10,0.509,6752314,1,0.248,8557106,19,0.111,3008798,
dDocent_Contig_137144,10,0.858,56.49,10,0.839,20176580,11,0.768,17497421,3,0.953,16001540,4,0.205,5230376,,,,,,,,,,18,0.794,20797146,
dDocent_Contig_62489,24,0.356,23,,,,19,0.499,13176891,,,,,,,,,,,,,,,,,,,
dDocent_Contig_30483,10,0.537,35.39,10,0.570,13713117,11,0.608,13834503,3,0.039,661563,4,0.450,11496924,,,,,,,20,0.438,6676955,18,0.468,12258662,
dDocent_Contig_94580,8,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_120071,5,0.619,41.29,,,,12,0.403,10349727,,,,8,0.748,19379290,,,,,,,,,,,,,
dDocent_Contig_154542,14,0.149,7.91,,,,,,,,,,9,0.057,1321437,,,,,,,,,,,,,
dDocent_Contig_1510,3,0.454,30.83,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5889,10,0.594,39.12,10,0.578,13896475,11,0.615,14007882,,,,4,0.443,11319812,,,,,,,,,,,,,
dDocent_Contig_6590,1,0.024,1.54,1A,0.248,7197217,1,0.489,13587718,17,0.946,13818672,12,0.482,13426498,,,,,,,11,0.484,9937211,5,0.232,8687776,
dDocent_Contig_30634,21,0.601,38.67,,,,14,0.083,926366,,,,7_2,0.401,5584904,,,,,,,14,0.166,4777580,,,,
dDocent_Contig_99077,13,0.402,25.88,15,0.366,9357111,15,0.844,20084120,16,0.719,13023081,1,0.528,13569026,,,,,,,16,0.737,13841817,16,0.578,20178844,
dDocent_Contig_90677,24,0.590,38.12,,,,19,0.846,22316133,,,,,,,,,,,,,,,,,,,
dDocent_Contig_89,11,0.323,21.32,,,,2,0.153,3136737,,,,,,,,,,,,,,,,,,,
dDocent_Contig_37660,1,0.303,19.82,,,,1,0.595,16534664,,,,,,,,,,,,,,,,,,,
dDocent_Contig_169085,17,0.072,4.36,3,0.225,3027734,9,0.247,3668916,,,,14,0.194,2724808,,,,,,,1,0.660,22794662,,,,
dDocent_Contig_189931,16,0.166,11.33,,,,6,0.185,4553179,,,,15,0.415,12786736,,,,,,,,,,,,,
dDocent_Contig_343391,16,0.306,20.91,,,,6,0.633,15585544,,,,15,0.844,25974135,,,,,,,,,,,,,
dDocent_Contig_44545,23,0.461,30.2,22-25,0.416,11003162,17,0.955,24064220,12,0.677,12455415,6,0.542,15143216,3,0.611,7996739,,,,,,,20,0.754,23714425,
dDocent_Contig_192305,8,0.631,45.8,18-21,0.671,11048219,18,0.436,8457994,,,,24,0.719,14240108,,,,,,,,,,9,0.663,13895357,
dDocent_Contig_2072,4,0.270,20.56,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_8855,15,0.036,2.67,1B,0.868,15628742,4,0.089,1686157,5,0.390,4773773,23,0.880,15986854,,,,,,,8,0.233,7015957,8,0.865,25483729,
dDocent_Contig_26467,22,0.675,51.27,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_36585,6,0.575,40.84,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_176684,13,0.502,32.31,,,,15,0.651,15484450,,,,,,,1,0.619,14393155,2,0.595,12840784,16,0.518,9733173,,,,
dDocent_Contig_21292,17,0.528,32.08,,,,9,0.433,6434507,,,,15,0.676,20801847,,,,,,,,,,,,,
dDocent_Contig_17747,12,0.214,15.16,,,,24,0.445,10141083,,,,,,,,,,,,,,,,,,,
dDocent_Contig_63351,6,0.868,61.68,20,0.469,13330295,23,0.219,6414882,,,,13,0.191,5215358,,,,,,,,,,12,0.640,22180366,
dDocent_Contig_57275,24,0.398,25.73,,,,19,0.470,12394224,,,,,,,,,,,,,,,,,,,
dDocent_Contig_80902,2,0.011,0.62,6,0.624,17577148,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_16253,18,0.150,10.72,,,,21,0.263,6666680,,,,15,0.429,13214329,,,,,,,18,0.974,14810107,20,0.061,1935159,
dDocent_Contig_2634,9,0.274,21.55,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_8138,24,0.356,23,6,0.422,11891664,19,0.501,13215725,19,0.311,6288132,10,0.421,11753652,9,0.637,8866591,,,,6,0.395,7434704,,,,
dDocent_Contig_115070,18,0.418,29.92,x,0.496,8824482,16,0.565,9688823,,,,18,0.105,2012780,,,,,,,8,0.818,24664097,17,0.808,25667409,
dDocent_Contig_10960,15,0.991,73.68,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_86254,4,0.353,26.95,,,,,,,,,,,,,5,0.163,1990943,18,0.151,1674822,,,,,,,
dDocent_Contig_201942,2,0.405,22.79,11,0.315,8250448,3,0.784,18195059,,,,16-22,0.246,6359748,,,,,,,,,,,,,
dDocent_Contig_11636,20,0.262,18.37,5,0.099,3221492,7,0.344,10160083,2,0.225,5250626,2,0.623,18939319,13,0.083,1398929,,,,5,0.839,16184806,1,0.787,24565233,
dDocent_Contig_13244,19,0.389,22.55,8,0.424,9779973,10,0.365,7968363,11,0.512,8546323,11,0.382,8896844,,,,,,,17,0.334,5501656,,,,
dDocent_Contig_248861,4,0.272,20.72,7,0.209,5942338,5,0.663,17124751,,,,5,0.917,26573590,,,,,,,,,,,,,
dDocent_Contig_40425,18,0.032,2.27,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_7027,1,0.137,8.98,1A,0.272,7885933,1,0.462,12854905,,,,12,0.507,14102817,,,,,,,,,,5,0.254,9489371,
dDocent_Contig_138223,21,0.824,53.02,24,0.013,184522,14,0.934,10414505,,,,7_2,0.072,997812,,,,3,0.097,1506441,18,0.653,9930852,23,0.058,1213845,
dDocent_Contig_18164,1,0.555,36.32,,,,1,0.010,273706,,,,,,,,,,,,,,,,,,,
dDocent_Contig_49203,12,0.138,9.75,4,0.798,22001541,24,0.537,12237539,8,0.943,18267680,17,0.192,5319645,20,0.152,2042705,1,0.483,11098423,,,,23,0.548,11383019,
dDocent_Contig_13907,23,0.185,12.09,22-25,0.205,5426281,17,0.336,8474794,12,0.890,16368058,6,0.748,20886561,3,0.881,11536280,9,0.790,8342036,,,,20,0.308,9696596,
dDocent_Contig_36421,2,0.813,45.79,11,0.693,18171344,3,0.495,11485926,,,,16-22,0.625,16145964,,,,,,,12,0.272,4999359,13,0.036,1191260,
dDocent_Contig_223192,9,0.343,26.94,14,0.399,11323399,20,0.679,15570473,,,,20,0.453,10765331,,,,,,,,,,,,,
dDocent_Contig_107843,3,0.076,5.19,,,,21,0.930,23549711,,,,21,0.672,19284825,,,,,,,,,,,,,
dDocent_Contig_5720,9,0.831,65.24,,,,20,0.029,656371,,,,,,,,,,,,,,,,,,,
dDocent_Contig_84095,20,0.572,40.05,,,,7,0.945,27938378,,,,,,,,,,,,,,,,,,,
dDocent_Contig_78213,11,0.694,45.77,,,,2,0.428,8759968,,,,7_1,0.247,5744024,,,,,,,,,,,,,
dDocent_Contig_183123,16,0.637,43.43,16,0.168,4334976,6,0.508,12517526,,,,15,0.213,6540625,7,0.013,184704,,,,,,,,,,
dDocent_Contig_101640,9,0.235,18.42,,,,20,0.915,20966211,7,0.467,13037507,20,0.238,5650271,,,,,,,,,,,,,
dDocent_Contig_27564,24,0.167,10.81,6,0.082,2319885,19,0.123,3258143,19,0.958,19397551,10,0.751,20989272,,,,13,0.120,1602561,,,,7,0.967,49339207,
dDocent_Contig_39270,19,0.486,28.22,8,0.325,7494391,10,0.442,9663481,,,,11,0.478,11137751,,,,,,,,,,,,,
dDocent_Contig_274674,1,0.286,18.73,,,,1,0.605,16820057,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5035,21,0.649,41.75,24,0.403,5615498,14,0.704,7847013,,,,,,,,,,,,,,,,,,,
dDocent_Contig_240815,17,0.858,52.13,14,0.040,1144914,9,0.846,12573261,,,,14,0.922,12982740,,,,,,,1,0.692,23908453,,,,
dDocent_Contig_31690,12,0.484,34.24,,,,24,0.738,16825104,,,,,,,,,,,,,,,,,,,
dDocent_Contig_8588,19,0.665,38.55,,,,10,0.208,4551688,,,,,,,,,,,,,,,,,,,
dDocent_Contig_131515,13,0.152,9.75,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_360326,4,0.860,65.61,7,0.880,25076267,5,0.879,22724004,9,0.239,4841025,5,0.213,6168139,17,0.560,6261663,,,,,,,6,0.303,11140482,
dDocent_Contig_333677,9,0.422,33.15,14,0.523,14864053,20,0.528,12099113,7,0.777,21717950,20,0.598,14200928,15,0.930,10711919,7,0.385,4504931,19,0.958,17001586,10,0.637,10887193,
dDocent_Contig_12971,12,0.346,24.49,4,0.565,15581861,23,0.112,3267684,,,,17,0.435,12026752,,,,,,,,,,,,,
dDocent_Contig_160022,24,0.569,36.76,,,,19,0.773,20412272,,,,,,,,,,,,,,,,,,,
dDocent_Contig_7724,20,0.943,65.98,,,,7,0.886,26186554,,,,,,,,,,,,,,,,,,,
dDocent_Contig_13127,2,0.272,15.31,11,0.173,4535690,3,0.295,6847951,6,0.217,3707148,16-22,0.110,2848745,4,0.204,2814958,,,,12,0.773,14215491,13,0.394,12912220,
dDocent_Contig_286764,16,0.862,58.84,16,0.050,1299556,6,0.422,10382290,20,0.730,14410336,15,0.112,3443448,,,,,,,13,0.924,20264349,11,0.785,26252060,
dDocent_Contig_5988,1,0.024,1.54,1A,0.181,5250048,1,0.195,5434320,,,,12,0.397,11051568,,,,,,,,,,,,,
dDocent_Contig_138625,7,0.742,42.4,,,,8,0.086,1414321,,,,,,,,,,,,,,,,,,,
dDocent_Contig_71675,7,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_313857,15,0.558,41.48,,,,4,0.309,5864359,,,,,,,,,,,,,,,,,,,
dDocent_Contig_262469,5,0.837,55.86,2,0.862,22590925,12,0.204,5238436,,,,8,0.866,22436413,14,0.970,11962616,20,0.814,3091578,15,0.302,6074286,2,0.211,5294657,
dDocent_Contig_84748,15,0.223,16.55,1B,0.750,13493560,4,0.429,8140923,5,0.272,3335750,23,0.281,5100679,1,0.018,430128,2,0.039,845218,8,0.227,6854294,8,0.953,28078243,
dDocent_Contig_238170,7,0.181,10.34,,,,8,0.912,14923942,,,,,,,,,,,,,,,,,,,
dDocent_Contig_165900,1,0.829,54.28,1A,0.871,25303421,,,,17,0.136,1990200,12,0.194,5408424,19,0.075,1065589,,,,11,0.848,17413576,5,0.568,21234622,
dDocent_Contig_1092,18,0.610,43.68,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_4275,4,0.073,5.57,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_382805,15,0.399,29.7,1B,0.505,9092875,4,0.204,3864171,,,,,,,,,,,,,,,,,,,
dDocent_Contig_59548,17,0.439,26.68,3,0.669,8994493,9,0.435,6464161,,,,15,0.677,20831381,,,,,,,,,,3,0.512,9900343,
dDocent_Contig_32216,1,0.383,25.1,22-25,0.650,17193328,,,,12,0.404,7431391,,,,,,,,,,,,,20,0.967,30417709,
dDocent_Contig_206761,2,0.931,52.43,,,,3,0.412,9556682,,,,,,,,,,,,,,,,,,,
dDocent_Contig_2154,10,0.192,12.64,10,0.142,3412974,11,0.331,7537124,3,0.220,3689176,4,0.845,21567821,22,0.526,6105242,,,,20,0.825,12569727,18,0.068,1793985,
dDocent_Contig_203924,12,0.877,62.11,4,0.096,2633067,24,0.873,19915887,,,,17,0.898,24861508,,,,,,,,,,,,,
dDocent_Contig_209827,7,0.827,47.22,,,,8,0.139,2273417,,,,,,,,,,,,,,,,,,,
dDocent_Contig_17977,20,0.616,43.11,5,0.674,21989130,7,0.807,23858423,,,,2,0.268,8155228,,,,,,,,,,1,0.101,3152542,
dDocent_Contig_15338,22,0.601,45.62,,,,22,0.391,7817352,10,0.328,5128516,,,,12,0.184,1964857,,,,,,,,,,
dDocent_Contig_356069,8,0.720,52.27,,,,18,0.503,9758407,,,,,,,,,,,,,,,,,,,
dDocent_Contig_77143,23,0.979,64.09,,,,22,0.991,19813218,,,,,,,,,,,,,,,,,,,
dDocent_Contig_29737,19,0.333,19.29,,,,10,0.539,11772990,,,,,,,,,,,,,,,,,,,
dDocent_Contig_167115,24,0.000,0,6,0.912,25692469,19,0.033,879394,19,0.030,598811,10,0.909,25407795,9,0.010,144893,13,0.092,1217624,6,0.251,4720019,7,0.094,4787090,
dDocent_Contig_2441,21,0.304,19.57,24,0.600,8351564,14,0.677,7550785,,,,7_2,0.667,9284432,,,,,,,,,,,,,
dDocent_Contig_22869,12,0.199,14.07,4,0.720,19848025,24,0.451,10281073,,,,17,0.271,7492398,,,,,,,,,,,,,
dDocent_Contig_188738,24,0.052,3.39,6,0.183,5147799,19,0.222,5870004,19,0.657,13305158,10,0.651,18186494,,,,,,,6,0.812,15300669,7,0.904,46155275,
dDocent_Contig_240437,8,0.633,45.96,,,,18,0.483,9382776,,,,,,,,,,,,,,,,,,,
dDocent_Contig_4379,5,0.844,56.36,,,,12,0.130,3330192,,,,,,,,,,,,,,,,,,,
dDocent_Contig_141395,4,0.118,8.98,7,0.254,7247149,5,0.613,15852501,9,0.588,11902385,5,0.871,25227297,17,0.065,729843,,,,9,0.599,11754818,6,0.818,30032533,
dDocent_Contig_558,6,0.290,20.6,20,0.082,2331827,23,0.678,19860081,,,,13,0.581,15832372,,,,,,,,,,,,,
dDocent_Contig_311739,1,0.537,35.16,1A,0.704,20453981,1,0.706,19621500,17,0.370,5403073,12,0.944,26284702,19,0.613,8695898,11,0.292,3492094,11,0.612,12566917,5,0.910,34023925,
dDocent_Contig_66774,6,0.552,39.2,20,0.392,11120852,23,0.428,12536610,,,,13,0.273,7441021,,,,,,,,,,12,0.567,19647525,
dDocent_Contig_97990,5,0.592,39.5,2,0.098,2574214,12,0.364,9344510,,,,,,,,,,,,,,,,,,,
dDocent_Contig_30840,12,0.147,10.41,,,,24,0.708,16134328,,,,,,,,,,,,,,,,,,,
dDocent_Contig_356691,1,0.537,35.16,,,,1,0.001,25321,,,,,,,,,,,,,,,,,,,
dDocent_Contig_20158,3,0.280,19,13,0.777,21456918,21,0.813,20583974,1,0.437,12328086,21,0.582,16704269,11,0.612,6881747,16,0.442,3987586,,,,14,0.668,22826316,
dDocent_Contig_20908,14,0.695,36.95,19,0.809,18767562,13,0.212,4186389,,,,9,0.273,6278233,,,,,,,,,,7,0.473,24143751,
dDocent_Contig_8641,24,0.577,37.28,6,0.667,18788941,19,0.788,20786457,19,0.408,8258160,10,0.182,5073382,,,,,,,,,,,,,
dDocent_Contig_129,7,0.666,38.07,,,,,,,,,,19,0.737,18076396,,,,,,,,,,,,,
dDocent_Contig_8174,7,0.243,13.9,12,0.496,11531366,8,0.778,12737036,15,0.349,5650092,19,0.484,11864443,2,0.592,6755440,10,0.452,6000670,1,0.197,6793814,19,0.060,1637341,
dDocent_Contig_86268,1,0.473,30.97,1A,0.616,17884646,1,0.090,2496187,,,,12,0.897,24962710,,,,,,,,,,5,0.675,25219875,
dDocent_Contig_14875,7,0.881,50.33,12,0.774,17994743,,,,,,,19,0.746,18295068,,,,,,,1,0.418,14435441,19,0.281,7634839,
dDocent_Contig_392195,11,0.102,6.76,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_1613,21,0.587,37.75,,,,14,0.065,730002,,,,,,,,,,,,,,,,,,,
dDocent_Contig_85985,23,0.526,34.45,22-25,0.469,12402958,17,0.903,22746038,12,0.617,11361928,6,0.489,13653207,,,,,,,,,,,,,
dDocent_Contig_38257,5,0.837,55.86,2,0.840,22033181,12,0.221,5671327,4,0.115,3762108,8,0.884,22925996,14,0.992,12233541,20,0.910,3455416,15,0.224,4509713,2,0.189,4728631,
dDocent_Contig_144660,9,0.564,44.26,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_12309,5,0.842,56.19,2,0.893,23415604,12,0.178,4563596,4,0.087,2849690,8,0.834,21611468,14,0.930,11461004,20,0.681,2586964,,,,2,0.247,6196871,
dDocent_Contig_124000,7,0.278,15.91,,,,8,0.828,13544194,,,,19,0.453,11112482,,,,,,,,,,,,,
dDocent_Contig_8822,2,0.846,47.61,11,0.676,17710809,3,0.513,11903528,6,0.963,16443813,16-22,0.607,15686026,4,0.395,5453924,17,0.855,10378950,12,0.017,319140,13,0.021,682296,
dDocent_Contig_384622,10,0.867,57.12,10,0.901,21674856,11,0.778,17712341,,,,4,0.145,3699498,,,,,,,,,,18,0.893,23404073,
dDocent_Contig_10808,21,0.414,26.62,24,0.629,8760112,14,0.646,7202853,1,0.855,24087097,7_2,0.640,8896157,,,,3,0.318,4931078,14,0.478,13785791,,,,
dDocent_Contig_10820,22,0.757,57.44,9,0.855,19126872,22,0.204,4082471,,,,3,0.714,16778385,12,0.764,8146969,,,,18,0.219,3324573,,,,
dDocent_Contig_12399,21,0.395,25.44,24,0.664,9241419,14,0.606,6751386,,,,7_2,0.608,8454258,,,,,,,,,,,,,
dDocent_Contig_44713,1,0.514,33.64,1A,0.711,20639458,1,0.712,19792660,17,0.360,5251450,12,0.950,26454143,19,0.604,8567374,,,,11,0.621,12742727,5,0.905,33825190,
dDocent_Contig_286213,11,0.251,16.59,,,,,,,,,,,,,,,,,,,7,0.176,2435572,,,,
dDocent_Contig_13931,7,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_99337,22,0.036,2.72,,,,22,0.954,19080684,,,,,,,,,,,,,,,,,,,
dDocent_Contig_322157,1,0.286,18.73,1A,0.207,5996549,1,0.532,14806796,17,0.758,11070798,12,0.373,10387255,19,0.974,13819052,,,,11,0.525,10769004,5,0.191,7137674,
dDocent_Contig_6257,3,0.412,28.01,,,,21,0.497,12578710,,,,,,,,,,,,,,,,,,,
dDocent_Contig_154055,3,0.079,5.35,,,,21,0.937,23705091,,,,21,0.667,19136356,,,,,,,,,,14,0.768,26258234,
dDocent_Contig_111455,1,0.137,8.98,,,,1,0.474,13193593,,,,,,,,,,,,,,,,,,,
dDocent_Contig_12895,3,0.248,16.82,13,0.698,19276868,21,0.735,18606831,1,0.377,10628936,21,0.494,14161225,11,0.495,5563070,16,0.279,2522252,4,0.664,13279107,,,,
dDocent_Contig_353750,12,0.982,69.55,,,,24,0.982,22399506,,,,,,,,,,,,,,,,,,,
dDocent_Contig_95474,5,0.000,0,,,,12,0.905,23253190,,,,,,,,,,,,,,,,,,,
dDocent_Contig_22902,12,0.839,59.39,4,0.176,4850888,24,0.315,7181215,,,,17,0.820,22692401,,,,,,,,,,,,,
dDocent_Contig_234405,18,1.000,71.55,,,,16,0.948,16273234,,,,18,0.716,13733266,,,,,,,8,0.992,29898219,,,,
dDocent_Contig_75380,19,0.134,7.79999999999999,,,,10,0.567,12378423,,,,11,0.297,6923975,,,,,,,,,,4,0.639,18338122,
dDocent_Contig_3011,3,0.134,9.07,13,0.822,22706432,21,0.839,21246575,1,0.469,13220844,21,0.619,17761823,,,,,,,4,0.492,9852041,14,0.725,24790174,
dDocent_Contig_3021,6,0.241,17.14,,,,23,0.717,20999749,,,,13,0.620,16899606,,,,,,,,,,,,,
